category,value,country_code,substitution,metric
China,27.893650104865955,chn,presub,rate
China,27.893650104865955,chn,postsub,rate
China,13.62,chn,presub,import_share
China,8.085796231660174,chn,postsub,import_share
China,3.7991151442827427,chn,presub,contribution
China,2.2554237090517253,chn,postsub,contribution
Canada,13.106900944644142,ca,presub,rate
Canada,13.106900944644142,ca,postsub,rate
Canada,12.629999999999999,ca,presub,import_share
Canada,16.552140570473664,ca,postsub,import_share
Canada,1.6554015893085552,ca,presub,contribution
Canada,2.169472668790239,ca,postsub,contribution
Mexico,11.935041247109451,mx,presub,rate
Mexico,11.935041247109451,mx,postsub,rate
Mexico,15.481,mx,presub,import_share
Mexico,18.627790880000642,mx,postsub,import_share
Mexico,1.8476637354650143,mx,presub,contribution
Mexico,2.2232345249533694,mx,postsub,contribution
Rest of World,14.570331291895052,row,presub,rate
Rest of World,14.570331291895052,row,postsub,rate
Rest of World,58.269000000000005,row,presub,import_share
Rest of World,56.73427231786553,row,postsub,import_share
Rest of World,8.489986340474328,row,presub,contribution
Rest of World,8.266371432758913,row,postsub,contribution
Total,15.79216680953064,total,presub,rate
Total,14.914502335554246,total,postsub,rate
Total,100,total,presub,import_share
Total,100,total,postsub,import_share
Total,15.79216680953064,total,presub,contribution
Total,14.914502335554246,total,postsub,contribution
