time,series,value
2025-01-01,gdp_level,-0.006828337282127617
2025-04-01,gdp_level,-0.2485981662921799
2025-07-01,gdp_level,-0.4925831177902351
2025-10-01,gdp_level,-0.4882694478751892
2026-01-01,gdp_level,-0.47226294157062254
2026-04-01,gdp_level,-0.8225528409307237
2026-07-01,gdp_level,-0.6256068317142871
2026-10-01,gdp_level,-0.3905096656668716
2027-01-01,gdp_level,-0.31462757957534393
2027-04-01,gdp_level,-0.23113018572804567
2027-07-01,gdp_level,-0.30337770349653237
2027-10-01,gdp_level,-0.3473823445214075
2028-01-01,gdp_level,-0.3485691548208547
2028-04-01,gdp_level,-0.30108949329796797
2028-07-01,gdp_level,-0.25273570763494346
2028-10-01,gdp_level,-0.2250938597934904
2029-01-01,gdp_level,-0.21350264738929647
2029-04-01,gdp_level,-0.21443840185427776
2029-07-01,gdp_level,-0.21498506477682922
2029-10-01,gdp_level,-0.21169594080315823
2030-01-01,gdp_level,-0.20257515224151312
2030-04-01,gdp_level,-0.19048632768842166
2030-07-01,gdp_level,-0.17648153479138395
2030-10-01,gdp_level,-0.16680742565466922
2031-01-01,gdp_level,-0.15628322848274534
2031-04-01,gdp_level,-0.1336418049459609
2031-07-01,gdp_level,-0.10348727245877987
2031-10-01,gdp_level,-0.1
2032-01-01,gdp_level,-0.1
2032-04-01,gdp_level,-0.1
2032-07-01,gdp_level,-0.1
2032-10-01,gdp_level,-0.1
2033-01-01,gdp_level,-0.1
2033-04-01,gdp_level,-0.1
2033-07-01,gdp_level,-0.1
2033-10-01,gdp_level,-0.1
2034-01-01,gdp_level,-0.1
2034-04-01,gdp_level,-0.1
2034-07-01,gdp_level,-0.1
2034-10-01,gdp_level,-0.1
2035-01-01,gdp_level,-0.1
2035-04-01,gdp_level,-0.1
2035-07-01,gdp_level,-0.1
2035-10-01,gdp_level,-0.1
