time,series,value,scenario,measure
2025-03-15,gdp_level,0,tracker_actual_2026-08-24,level
2025-06-15,gdp_level,-0.25137447426964193,tracker_actual_2026-08-24,level
2025-09-15,gdp_level,-0.30004902789023546,tracker_actual_2026-08-24,level
2025-12-15,gdp_level,-0.26523345141989,tracker_actual_2026-08-24,level
2026-03-15,gdp_level,-0.22249909051915293,tracker_actual_2026-08-24,level
2026-06-15,gdp_level,-0.2206135802976672,tracker_actual_2026-08-24,level
2026-09-15,gdp_level,-0.15248550363338187,tracker_actual_2026-08-24,level
2026-12-15,gdp_level,-0.10618265824530487,tracker_actual_2026-08-24,level
2027-03-15,gdp_level,-0.09312936036980433,tracker_actual_2026-08-24,level
2027-06-15,gdp_level,-0.10021597961972625,tracker_actual_2026-08-24,level
2027-09-15,gdp_level,-0.10813988795065596,tracker_actual_2026-08-24,level
2027-12-15,gdp_level,-0.11736671593957584,tracker_actual_2026-08-24,level
2028-03-15,gdp_level,-0.12628527450932353,tracker_actual_2026-08-24,level
2028-06-15,gdp_level,-0.13309131125521997,tracker_actual_2026-08-24,level
2028-09-15,gdp_level,-0.13743865661869645,tracker_actual_2026-08-24,level
2028-12-15,gdp_level,-0.13955095592441294,tracker_actual_2026-08-24,level
2029-03-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2029-06-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2029-09-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2029-12-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2030-03-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2030-06-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2030-09-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2030-12-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2031-03-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2031-06-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2031-09-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2031-12-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2032-03-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2032-06-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2032-09-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2032-12-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2033-03-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2033-06-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2033-09-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2033-12-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2034-03-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2034-06-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2034-09-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2034-12-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2035-03-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2035-06-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2035-09-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2035-12-15,gdp_level,-0.14,tracker_actual_2026-08-24,level
2025-03-15,gdp_level,0,tracker_no_s338_2026-08-24,level
2025-06-15,gdp_level,-0.2520974903595993,tracker_no_s338_2026-08-24,level
2025-09-15,gdp_level,-0.30143918760391203,tracker_no_s338_2026-08-24,level
2025-12-15,gdp_level,-0.2673040403372178,tracker_no_s338_2026-08-24,level
2026-03-15,gdp_level,-0.2252827814845631,tracker_no_s338_2026-08-24,level
2026-06-15,gdp_level,-0.22408912174941367,tracker_no_s338_2026-08-24,level
2026-09-15,gdp_level,-0.15474919143913357,tracker_no_s338_2026-08-24,level
2026-12-15,gdp_level,-0.10929056709933288,tracker_no_s338_2026-08-24,level
2027-03-15,gdp_level,-0.09718205864811318,tracker_no_s338_2026-08-24,level
2027-06-15,gdp_level,-0.10508740807026612,tracker_no_s338_2026-08-24,level
2027-09-15,gdp_level,-0.11389845389374442,tracker_no_s338_2026-08-24,level
2027-12-15,gdp_level,-0.12424705357168808,tracker_no_s338_2026-08-24,level
2028-03-15,gdp_level,-0.13400323769593964,tracker_no_s338_2026-08-24,level
2028-06-15,gdp_level,-0.1414797369403735,tracker_no_s338_2026-08-24,level
2028-09-15,gdp_level,-0.14640327234668735,tracker_no_s338_2026-08-24,level
2028-12-15,gdp_level,-0.14904180325868766,tracker_no_s338_2026-08-24,level
2029-03-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2029-06-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2029-09-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2029-12-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2030-03-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2030-06-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2030-09-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2030-12-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2031-03-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2031-06-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2031-09-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2031-12-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2032-03-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2032-06-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2032-09-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2032-12-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2033-03-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2033-06-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2033-09-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2033-12-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
2034-03-15,gdp_level,-0.15,tracker_no_s338_2026-08-24,level
