time,series,value
2025-03-15,gdp_level,0.0
2025-06-15,gdp_level,-0.19
2025-09-15,gdp_level,-0.21
2025-12-15,gdp_level,-0.22
2026-03-15,gdp_level,-0.23
2026-06-15,gdp_level,-0.23
2026-09-15,gdp_level,-0.15
2026-12-15,gdp_level,-0.11
2027-03-15,gdp_level,-0.1
2027-06-15,gdp_level,-0.09
2027-09-15,gdp_level,-0.06
2027-12-15,gdp_level,-0.06
2028-03-15,gdp_level,-0.07
2028-06-15,gdp_level,-0.08
2028-09-15,gdp_level,-0.09
2028-12-15,gdp_level,-0.1
2029-03-15,gdp_level,-0.11
2029-06-15,gdp_level,-0.11
2029-09-15,gdp_level,-0.11
2029-12-15,gdp_level,-0.11
2030-03-15,gdp_level,-0.11
2030-06-15,gdp_level,-0.11
2030-09-15,gdp_level,-0.11
2030-12-15,gdp_level,-0.11
2031-03-15,gdp_level,-0.11
2031-06-15,gdp_level,-0.11
2031-09-15,gdp_level,-0.11
2031-12-15,gdp_level,-0.11
2032-03-15,gdp_level,-0.11
2032-06-15,gdp_level,-0.11
2032-09-15,gdp_level,-0.11
2032-12-15,gdp_level,-0.11
2033-03-15,gdp_level,-0.11
2033-06-15,gdp_level,-0.11
2033-09-15,gdp_level,-0.11
2033-12-15,gdp_level,-0.11
2034-03-15,gdp_level,-0.11
2034-06-15,gdp_level,-0.11
2034-09-15,gdp_level,-0.11
2034-12-15,gdp_level,-0.11
2035-03-15,gdp_level,-0.11
2035-06-15,gdp_level,-0.11
2035-09-15,gdp_level,-0.11
2035-12-15,gdp_level,-0.11
